restaurant,content,name,stats,time,rating
HamiltonRestaurant,"For all the years I've lived in Carlisle, this was my first time dining at the Hamilton.  A small local crowd was scattered through the rest of the place from 7-8 on a Friday morning.  The prices are definitely fair for local diner food. The quality was everything you expect. The servers were friendly and mostly attentive to my coffee, though not my water. For sure recommended as a local diner.",Daniel Friess,Local Guide · 61 reviews · 312 photos,5 years ago,5
HamiltonRestaurant,"You can never go wrong with anything from the Hamilton. Excellent comfort food, and of course Hot-chee dogs!",Lloyd Morgan,Local Guide · 285 reviews · 141 photos,9 months ago,5
HamiltonRestaurant,Had a great time with friends today! Friendly service and great food!,Christine Vasiliades,"Local Guide · 223 reviews · 5,686 photos",5 years ago,5
HamiltonRestaurant,My good friends took me to Hamilton Restaurant for my birthday.  Specifically to try their special jot dogs.  I was not disappointed!!!  I got mine with all the fixings and it was delicious.  The service was very good too.  I will be sure to stop again next time I come for a visit!!!,Scott Holdren Jr,Local Guide · 26 reviews · 36 photos,4 years ago,5
HamiltonRestaurant,Service was over friendly & welcoming. We had the patty melt & hot dog although there is is much more on the menu. Onion rings are hand breaded and great.,Gena S,Local Guide · 414 reviews · 245 photos,2 years ago,5
HamiltonRestaurant,Just ok. Nothing special. Staff was unimpressive.,Matt Willey,26 reviews · 5 photos,2 months ago,3
HamiltonRestaurant,Great food and service. Been going to the Hamilton for years with my family. Love the hatchi dogs and Greek salad. Shakes are heavenly. Nice traditional family restaurant.,Patrick Lauer,94 reviews,a year ago,5
HamiltonRestaurant,We enjoyed the signature hot dogs with meaty sauce & chopped onions. The service was efficient & the meal was served quickly.,Harold Baker,20 reviews,a year ago,3
HamiltonRestaurant,"The food is wonderful and friendly staff , never have to wait long for your food",Rhonda Mentzer,6 reviews,7 months ago,5
HamiltonRestaurant,Great food! Great service!,Laura Peiffer,Local Guide · 85 reviews · 160 photos,4 years ago,5
HamiltonRestaurant,This place rocks.  Can't believe it has anything but a five star review.  The food is great and fast and the people are ALWAYS friendly.  Plus there is no where else in the world to get a Hotchee dog.  You would be missing out to be in Carlisle and not stop in for lunch.,Joel B,17 reviews,5 years ago,5
HamiltonRestaurant,"Great food is made there  Great people work there.   Menus is extensive. Never had a bad experience there. We go at least once a week.  Breakfast, lunch and dinner.  Greek chicken salad, lamb chops, Fried Ham sandwich are excellent choices. I like the breakfast steaks too.",McNerney HOUSE,3 reviews,5 years ago,5
HamiltonRestaurant,The food was reasonably priced and very tasty. Restaurant was clean and well lit. Service was excellent. Will visit again.,James Kitner,11 reviews · 3 photos,a year ago,5
HamiltonRestaurant,"Family atmosphere, great food with fast friendly service.  I've been eating at the Hamilton for 60 plus years.  I got take out during the pandemic and over the years have been there for breakfast, lunch & dinner.",Nancy Mumper,1 review,2 years ago,5
HamiltonRestaurant,"Good food had the special grilled chicken breast, server was very good",Steven Berry,123 reviews,7 months ago,5
HamiltonRestaurant,This is a nice cozy place that is family owned. It was clean and the waitress explained all the menu choices. There is no frozen food except for the ice cream. Very friendly staff. Very polite. The food is really inexpensive. The only suggestion would be all beef hot dogs.,Joe Cool,Local Guide · 111 reviews · 93 photos,6 years ago,5
HamiltonRestaurant,Love the Hotchees!  Fries and Gravy and coleslaw!,Douglas Kauffman,Local Guide · 52 reviews · 96 photos,4 months ago,5
HamiltonRestaurant,Very good food. Friendly folks. Good service. I come here to eat every time I visit my sister in Pa. My sister loves the Special Hot Chee Dog..,Thomas Phelps,Local Guide · 96 reviews · 108 photos,2 years ago,5
HamiltonRestaurant,All the food is top notch.  But grab a few Hotchee Dog's (chili dogs) and a gravy fry and you won't want to get anything different.  The staff treat you like family and always go above and beyond.  Best place in Carlisle to get your food.,Josh Barnes,8 reviews · 1 photo,4 years ago,5
HamiltonRestaurant,Wonderful food in an old fashion diner with great customer service.,Silvia Bragulla,137 reviews · 41 photos,7 months ago,5
HamiltonRestaurant,The Hamilton has always been of my favs from youth to now for 40+ years! Thanks to Tommy and the whole bunch! Have a Hot-chee day!!,Shawn Morrow,10 reviews · 2 photos,a year ago,5
HamiltonRestaurant,"Known for the Hatchi dogs, they serve other wonderful foods as well. I go in at least once a month and am greeted with smiles and wonderful service. The food is delicious in my opinion, I usually get a Veggie Omelet with onions on my hashbrowns. I usually have to take some home because I get full. The environment is always busy, taking orders and bringing the orders out. It's actually nice to see that they pay attention to everyone who comes in. I will continue my monthly visits.",Nancy “Moon” Heuser,Local Guide · 26 reviews,5 years ago,5
HamiltonRestaurant,The Hamilton is a decent restaurant if you haven't tried the vanilla coke I highly recommend you try it they use real vanilla instead of the fake imitation vanilla the actual coke company uses and it makes a big difference and you can add the vanilla to other drinks too its a nice little dine in experience.,Ashley Cline,42 reviews · 13 photos,2 years ago,4
HamiltonRestaurant,Great breakfast and of course the hot dogs are amazing (don't know how to spell Hotchi? dogs😉) it is not on the menu but you can get a Hotchi? Omelet and it is amazing!! Love that they have scrapple!!!,Tammy Z,Local Guide · 475 reviews · 172 photos,a year ago,4
HamiltonRestaurant,"I went here in December 2014 one afternoon during the week. It was just okay. Food was good, but I found the atmosphere lacking. Maybe because I'm from out of town, or accustomed to larger metropolitan area restaurants... And, they don't take credit cards. I certainly did not get the feel of a 4.8 restaurant, which was their score when I looked for them during my visit.",Rodger Gettler,Local Guide · 43 reviews · 125 photos,9 years ago,3
HamiltonRestaurant,Service was impeccable. She was a mind reader. Breakfast was good but I really want to try their hotdogs! That is what they are known for!,Kim Risley,Local Guide · 57 reviews · 29 photos,a year ago,5
HamiltonRestaurant,Great prices and delicious food! The waitstaff are very friendly and attentive. The food comes out fast and hot. Definitely the best place to grab any meal in Carlisle!,Mia Gladstone,1 review,4 years ago,5
HamiltonRestaurant,"This place is great! Probably one of only two places within 20 miles that make their food in house homemade. The staff are all sweet and we have a new favorite, Barbie. Try the off menu the Hotchee dog omelette.",80s MX PRO,Local Guide · 39 reviews · 7 photos,6 years ago,5
HamiltonRestaurant,Always a great place! Been going there for years. Super friendly staff that remembers their regulars and make you feel at home. Nothing beats a hotchee dog and real cherry coke,Heather Sheriff,Local Guide · 27 reviews · 7 photos,3 years ago,5
HamiltonRestaurant,"This place was just what we were looking for on a rainy night. We didn't realize, but we walked in about 20 min before close (which I never do. I never walk into a restaurant so close to their closing time). Our server was sweet and helpful - she took the extra time to make our meal special. Everything was tasty and the pie is a must. There were so many options! My only complaint is that we didnt realize it was cash only until we walked up to the register (where there was a small sign that you wouldn't see just walking in) - they should have the servers say something before the order is taken....or get a credit card machine. Thankfully, there was an ATM about a block down the street - unfortunately it was raining Haha. Oh well - still a comfort food and nice people kind of place.",Alicia Santilli,Local Guide · 45 reviews · 28 photos,4 years ago,5
HamiltonRestaurant,Have been going to the Hamilton for over 40 years!! Fabulous food - Hotchee burgers!! Fabulous service!,Lori Eshenour,12 reviews,9 months ago,5
HamiltonRestaurant,"This is a fantastic family owned place. I come back often, and always have since childhood. Year after year the food is consistantly great, and the staff is familiar and friendly. You can't go wrong with this menu. The breakfast food is particularly stellar. I highly reccomend the Hamilton to anyone.",Lisa J. Lightner,3 reviews,5 years ago,5
HamiltonRestaurant,"Service is lightening fast,  staff is friendly & very knowledgeable of their vast menu. Food is always fresh, delicious & unless you have a big appetite (for the huge portions) you will have a midnight snack or lunch for the next day. Outstanding in every way! My favorite ""go to place"".",Leilani Brandt,5 reviews · 1 photo,7 years ago,5
